Step,AgentID,Citizen Coordinates,Citizen Position,Health
0,Citizen_0,"(21636.76183, -489.03127)",13054,13
0,Citizen_1,"(21636.76183, -489.03127)",13054,13
0,Citizen_2,"(21636.76183, -489.03127)",13054,13
0,Citizen_3,"(21636.76183, -489.03127)",13054,13
0,Citizen_4,"(21636.76183, -489.03127)",13054,13
0,Citizen_5,"(21636.76183, -489.03127)",13054,13
0,Citizen_6,"(21636.76183, -489.03127)",13054,13
0,Citizen_7,"(21636.76183, -489.03127)",13054,13
0,Citizen_8,"(21636.76183, -489.03127)",13054,13
0,Citizen_9,"(21636.76183, -489.03127)",13054,13
0,Citizen_10,"(21636.76183, -489.03127)",13054,13
0,Citizen_11,"(21636.76183, -489.03127)",13054,13
0,Citizen_12,"(21636.76183, -489.03127)",13054,13
0,Citizen_13,"(21636.76183, -489.03127)",13054,13
0,Citizen_14,"(21636.76183, -489.03127)",13054,13
0,Citizen_15,"(21636.76183, -489.03127)",13054,13
0,Citizen_16,"(21636.76183, -489.03127)",13054,13
0,Citizen_17,"(21636.76183, -489.03127)",13054,13
0,Citizen_18,"(21636.76183, -489.03127)",13054,13
0,Citizen_19,"(21636.76183, -489.03127)",13054,13
0,Citizen_20,"(21636.76183, -489.03127)",13054,13
0,Citizen_21,"(21636.76183, -489.03127)",13054,13
0,Citizen_22,"(21636.76183, -489.03127)",13054,13
0,Citizen_23,"(21636.76183, -489.03127)",13054,13
0,Citizen_24,"(21636.76183, -489.03127)",13054,13
0,Citizen_25,"(21636.76183, -489.03127)",13054,13
0,Citizen_26,"(21636.76183, -489.03127)",13054,13
0,Citizen_27,"(21636.76183, -489.03127)",13054,13
0,Citizen_28,"(21636.76183, -489.03127)",13054,13
0,Citizen_29,"(21636.76183, -489.03127)",13054,13
0,Citizen_30,"(21636.76183, -489.03127)",13054,13
0,Citizen_31,"(21636.76183, -489.03127)",13054,13
0,Citizen_32,"(21636.76183, -489.03127)",13054,13
0,Citizen_33,"(21636.76183, -489.03127)",13054,13
0,Citizen_34,"(21636.76183, -489.03127)",13054,13
0,Citizen_35,"(21636.76183, -489.03127)",13054,13
0,Citizen_36,"(21636.76183, -489.03127)",13054,13
0,Citizen_37,"(21636.76183, -489.03127)",13054,13
0,Citizen_38,"(21636.76183, -489.03127)",13054,13
0,Citizen_39,"(21636.76183, -489.03127)",13054,13
0,Citizen_40,"(21636.76183, -489.03127)",13054,13
0,Citizen_41,"(21636.76183, -489.03127)",13054,13
0,Citizen_42,"(21636.76183, -489.03127)",13054,13
0,Citizen_43,"(21636.76183, -489.03127)",13054,13
0,Citizen_44,"(21636.76183, -489.03127)",13054,13
0,Citizen_45,"(21636.76183, -489.03127)",13054,13
0,Citizen_46,"(21636.76183, -489.03127)",13054,13
0,Citizen_47,"(21636.76183, -489.03127)",13054,13
0,Citizen_48,"(21636.76183, -489.03127)",13054,13
0,Citizen_49,"(21636.76183, -489.03127)",13054,13
0,Citizen_50,"(21636.76183, -489.03127)",13054,13
0,Citizen_51,"(21636.76183, -489.03127)",13054,13
0,Citizen_52,"(21636.76183, -489.03127)",13054,13
0,Citizen_53,"(21636.76183, -489.03127)",13054,13
0,Citizen_54,"(21636.76183, -489.03127)",13054,13
0,Citizen_55,"(21636.76183, -489.03127)",13054,13
0,Citizen_56,"(21636.76183, -489.03127)",13054,13
0,Citizen_57,"(21636.76183, -489.03127)",13054,13
0,Citizen_58,"(21636.76183, -489.03127)",13054,13
0,Citizen_59,"(21636.76183, -489.03127)",13054,13
0,Citizen_60,"(21636.76183, -489.03127)",13054,13
0,Citizen_61,"(21636.76183, -489.03127)",13054,13
0,Citizen_62,"(21636.76183, -489.03127)",13054,13
0,Citizen_63,"(21636.76183, -489.03127)",13054,13
0,Citizen_64,"(21636.76183, -489.03127)",13054,13
0,Citizen_65,"(21636.76183, -489.03127)",13054,13
0,Citizen_66,"(21636.76183, -489.03127)",13054,13
0,Citizen_67,"(21636.76183, -489.03127)",13054,13
0,Citizen_68,"(21636.76183, -489.03127)",13054,13
0,Citizen_69,"(21636.76183, -489.03127)",13054,13
0,Citizen_70,"(21636.76183, -489.03127)",13054,13
0,Citizen_71,"(21636.76183, -489.03127)",13054,13
0,Citizen_72,"(21636.76183, -489.03127)",13054,13
0,Citizen_73,"(21636.76183, -489.03127)",13054,13
0,Citizen_74,"(21636.76183, -489.03127)",13054,13
0,Citizen_75,"(21636.76183, -489.03127)",13054,13
0,Citizen_76,"(21636.76183, -489.03127)",13054,13
0,Citizen_77,"(21636.76183, -489.03127)",13054,13
0,Citizen_78,"(21636.76183, -489.03127)",13054,13
0,Citizen_79,"(21636.76183, -489.03127)",13054,13
0,Citizen_80,"(21636.76183, -489.03127)",13054,13
0,Citizen_81,"(21636.76183, -489.03127)",13054,13
0,Citizen_82,"(21636.76183, -489.03127)",13054,13
0,Citizen_83,"(21636.76183, -489.03127)",13054,13
0,Citizen_84,"(21636.76183, -489.03127)",13054,13
0,Citizen_85,"(21636.76183, -489.03127)",13054,13
0,Citizen_86,"(21636.76183, -489.03127)",13054,13
0,Citizen_87,"(21636.76183, -489.03127)",13054,13
0,Citizen_88,"(21636.76183, -489.03127)",13054,13
0,Citizen_89,"(21636.76183, -489.03127)",13054,13
0,Citizen_90,"(21636.76183, -489.03127)",13054,13
0,Citizen_91,"(21636.76183, -489.03127)",13054,13
0,Citizen_92,"(21636.76183, -489.03127)",13054,13
0,Citizen_93,"(21636.76183, -489.03127)",13054,13
0,Citizen_94,"(21636.76183, -489.03127)",13054,13
0,Citizen_95,"(21636.76183, -489.03127)",13054,13
0,Citizen_96,"(21636.76183, -489.03127)",13054,13
0,Citizen_97,"(21636.76183, -489.03127)",13054,13
0,Citizen_98,"(21636.76183, -489.03127)",13054,13
0,Citizen_99,"(21636.76183, -489.03127)",13054,13
0,Citizen_100,"(21636.76183, -489.03127)",13054,13
0,Citizen_101,"(21636.76183, -489.03127)",13054,13
0,Citizen_102,"(21636.76183, -489.03127)",13054,13
0,Citizen_103,"(21636.76183, -489.03127)",13054,13
0,Citizen_104,"(21636.76183, -489.03127)",13054,13
0,Citizen_105,"(21636.76183, -489.03127)",13054,13
0,Citizen_106,"(21636.76183, -489.03127)",13054,13
0,Citizen_107,"(21636.76183, -489.03127)",13054,13
0,Citizen_108,"(21636.76183, -489.03127)",13054,13
0,Citizen_109,"(21636.76183, -489.03127)",13054,13
0,Citizen_110,"(21636.76183, -489.03127)",13054,13
0,Citizen_111,"(21636.76183, -489.03127)",13054,13
0,Citizen_112,"(21636.76183, -489.03127)",13054,13
0,Citizen_113,"(21636.76183, -489.03127)",13054,13
0,Citizen_114,"(21636.76183, -489.03127)",13054,13
0,Citizen_115,"(21636.76183, -489.03127)",13054,13
0,Citizen_116,"(21636.76183, -489.03127)",13054,13
0,Citizen_117,"(21636.76183, -489.03127)",13054,13
0,Citizen_118,"(21636.76183, -489.03127)",13054,13
0,Citizen_119,"(21636.76183, -489.03127)",13054,13
0,Citizen_120,"(21636.76183, -489.03127)",13054,13
0,Citizen_121,"(21636.76183, -489.03127)",13054,13
0,Citizen_122,"(21636.76183, -489.03127)",13054,13
0,Citizen_123,"(21636.76183, -489.03127)",13054,13
0,Citizen_124,"(21636.76183, -489.03127)",13054,13
0,Citizen_125,"(21636.76183, -489.03127)",13054,13
0,Citizen_126,"(21636.76183, -489.03127)",13054,13
0,Citizen_127,"(21636.76183, -489.03127)",13054,13
0,Citizen_128,"(21636.76183, -489.03127)",13054,13
0,Citizen_129,"(21636.76183, -489.03127)",13054,13
0,Citizen_130,"(21636.76183, -489.03127)",13054,13
0,Citizen_131,"(21636.76183, -489.03127)",13054,13
0,Citizen_132,"(21636.76183, -489.03127)",13054,13
0,Citizen_133,"(21636.76183, -489.03127)",13054,13
0,Citizen_134,"(21636.76183, -489.03127)",13054,13
0,Citizen_135,"(21636.76183, -489.03127)",13054,13
0,Citizen_136,"(21636.76183, -489.03127)",13054,13
0,Citizen_137,"(21636.76183, -489.03127)",13054,13
0,Citizen_138,"(21636.76183, -489.03127)",13054,13
0,Citizen_139,"(21636.76183, -489.03127)",13054,13
0,Citizen_140,"(21636.76183, -489.03127)",13054,13
0,Citizen_141,"(21636.76183, -489.03127)",13054,13
0,Citizen_142,"(21636.76183, -489.03127)",13054,13
0,Citizen_143,"(21636.76183, -489.03127)",13054,13
0,Citizen_144,"(21636.76183, -489.03127)",13054,13
0,Citizen_145,"(21636.76183, -489.03127)",13054,13
0,Citizen_146,"(21636.76183, -489.03127)",13054,13
0,Citizen_147,"(21636.76183, -489.03127)",13054,13
0,Citizen_148,"(21636.76183, -489.03127)",13054,13
0,Citizen_149,"(21636.76183, -489.03127)",13054,13
0,Citizen_150,"(21636.76183, -489.03127)",13054,13
0,Citizen_151,"(21636.76183, -489.03127)",13054,13
0,Citizen_152,"(21636.76183, -489.03127)",13054,13
0,Citizen_153,"(21636.76183, -489.03127)",13054,13
0,Citizen_154,"(21636.76183, -489.03127)",13054,13
0,Citizen_155,"(21636.76183, -489.03127)",13054,13
0,Citizen_156,"(21636.76183, -489.03127)",13054,13
0,Citizen_157,"(21636.76183, -489.03127)",13054,13
0,Citizen_158,"(21636.76183, -489.03127)",13054,13
0,Citizen_159,"(21636.76183, -489.03127)",13054,13
0,Citizen_160,"(21636.76183, -489.03127)",13054,13
0,Citizen_161,"(21636.76183, -489.03127)",13054,13
0,Citizen_162,"(21636.76183, -489.03127)",13054,13
0,Citizen_163,"(21636.76183, -489.03127)",13054,13
0,Citizen_164,"(21636.76183, -489.03127)",13054,13
0,Citizen_165,"(21636.76183, -489.03127)",13054,13
0,Citizen_166,"(21636.76183, -489.03127)",13054,13
0,Citizen_167,"(21636.76183, -489.03127)",13054,13
0,Citizen_168,"(21636.76183, -489.03127)",13054,13
0,Citizen_169,"(21636.76183, -489.03127)",13054,13
0,Citizen_170,"(21636.76183, -489.03127)",13054,13
0,Citizen_171,"(21636.76183, -489.03127)",13054,13
0,Citizen_172,"(21636.76183, -489.03127)",13054,13
0,Citizen_173,"(21636.76183, -489.03127)",13054,13
0,Citizen_174,"(21636.76183, -489.03127)",13054,13
0,Citizen_175,"(21636.76183, -489.03127)",13054,13
0,Citizen_176,"(21636.76183, -489.03127)",13054,13
0,Citizen_177,"(21636.76183, -489.03127)",13054,13
0,Citizen_178,"(21636.76183, -489.03127)",13054,13
0,Citizen_179,"(21636.76183, -489.03127)",13054,13
0,Citizen_180,"(21636.76183, -489.03127)",13054,13
0,Citizen_181,"(21636.76183, -489.03127)",13054,13
0,Citizen_182,"(21636.76183, -489.03127)",13054,13
0,Citizen_183,"(21636.76183, -489.03127)",13054,13
0,Citizen_184,"(21636.76183, -489.03127)",13054,13
0,Citizen_185,"(21636.76183, -489.03127)",13054,13
0,Citizen_186,"(21636.76183, -489.03127)",13054,13
0,Citizen_187,"(21636.76183, -489.03127)",13054,13
0,Citizen_188,"(21636.76183, -489.03127)",13054,13
0,Citizen_189,"(21636.76183, -489.03127)",13054,13
0,Citizen_190,"(21636.76183, -489.03127)",13054,13
0,Citizen_191,"(21636.76183, -489.03127)",13054,13
0,Citizen_192,"(21636.76183, -489.03127)",13054,13
0,Citizen_193,"(21636.76183, -489.03127)",13054,13
0,Citizen_194,"(21636.76183, -489.03127)",13054,13
0,Citizen_195,"(21636.76183, -489.03127)",13054,13
0,Citizen_196,"(21636.76183, -489.03127)",13054,13
0,Citizen_197,"(21636.76183, -489.03127)",13054,13
0,Citizen_198,"(21636.76183, -489.03127)",13054,13
0,Citizen_199,"(21636.76183, -489.03127)",13054,13
0,Citizen_200,"(21636.76183, -489.03127)",13054,13
0,Citizen_201,"(21636.76183, -489.03127)",13054,13
0,Citizen_202,"(21636.76183, -489.03127)",13054,13
0,Citizen_203,"(21636.76183, -489.03127)",13054,13
0,Citizen_204,"(21636.76183, -489.03127)",13054,13
0,Citizen_205,"(21636.76183, -489.03127)",13054,13
0,Citizen_206,"(21636.76183, -489.03127)",13054,13
0,Citizen_207,"(21636.76183, -489.03127)",13054,13
0,Citizen_208,"(21636.76183, -489.03127)",13054,13
0,Citizen_209,"(21636.76183, -489.03127)",13054,13
0,Citizen_210,"(21636.76183, -489.03127)",13054,13
0,Citizen_211,"(21636.76183, -489.03127)",13054,13
0,Citizen_212,"(21636.76183, -489.03127)",13054,13
0,Citizen_213,"(21636.76183, -489.03127)",13054,13
0,Citizen_214,"(21636.76183, -489.03127)",13054,13
0,Citizen_215,"(21636.76183, -489.03127)",13054,13
0,Citizen_216,"(21636.76183, -489.03127)",13054,13
0,Citizen_217,"(21636.76183, -489.03127)",13054,13
0,Citizen_218,"(21636.76183, -489.03127)",13054,13
0,Citizen_219,"(21636.76183, -489.03127)",13054,13
0,Citizen_220,"(21636.76183, -489.03127)",13054,13
0,Citizen_221,"(21636.76183, -489.03127)",13054,13
0,Citizen_222,"(21636.76183, -489.03127)",13054,13
0,Citizen_223,"(21636.76183, -489.03127)",13054,13
0,Citizen_224,"(21636.76183, -489.03127)",13054,13
0,Citizen_225,"(21636.76183, -489.03127)",13054,13
0,Citizen_226,"(21636.76183, -489.03127)",13054,13
0,Citizen_227,"(21636.76183, -489.03127)",13054,13
0,Citizen_228,"(21636.76183, -489.03127)",13054,13
0,Citizen_229,"(21636.76183, -489.03127)",13054,13
0,Citizen_230,"(21636.76183, -489.03127)",13054,13
0,Citizen_231,"(21636.76183, -489.03127)",13054,13
0,Citizen_232,"(21636.76183, -489.03127)",13054,13
0,Citizen_233,"(21636.76183, -489.03127)",13054,13
0,Citizen_234,"(21636.76183, -489.03127)",13054,13
0,Citizen_235,"(21636.76183, -489.03127)",13054,13
0,Citizen_236,"(21636.76183, -489.03127)",13054,13
0,Citizen_237,"(21636.76183, -489.03127)",13054,13
0,Citizen_238,"(21636.76183, -489.03127)",13054,13
0,Citizen_239,"(21636.76183, -489.03127)",13054,13
0,Citizen_240,"(21636.76183, -489.03127)",13054,13
0,Citizen_241,"(21636.76183, -489.03127)",13054,13
0,Citizen_242,"(21636.76183, -489.03127)",13054,13
0,Citizen_243,"(21636.76183, -489.03127)",13054,13
0,Citizen_244,"(21636.76183, -489.03127)",13054,13
0,Citizen_245,"(21636.76183, -489.03127)",13054,13
0,Citizen_246,"(21636.76183, -489.03127)",13054,13
0,Citizen_247,"(21636.76183, -489.03127)",13054,13
0,Citizen_248,"(21636.76183, -489.03127)",13054,13
0,Citizen_249,"(21636.76183, -489.03127)",13054,13
0,Citizen_250,"(21636.76183, -489.03127)",13054,13
0,Citizen_251,"(21636.76183, -489.03127)",13054,13
0,Citizen_252,"(21636.76183, -489.03127)",13054,13
0,Citizen_253,"(21636.76183, -489.03127)",13054,13
0,Citizen_254,"(21636.76183, -489.03127)",13054,13
0,Citizen_255,"(21636.76183, -489.03127)",13054,13
0,Citizen_256,"(25452.92729, 4064.12798)",1728,13
0,Citizen_257,"(25452.92729, 4064.12798)",1728,13
0,Citizen_258,"(27787.25222, 7510.79347)",10773,13
0,Citizen_259,"(27787.25222, 7510.79347)",10773,13
0,Citizen_260,"(27787.25222, 7510.79347)",10773,13
0,Citizen_261,"(27787.25222, 7510.79347)",10773,13
0,Citizen_262,"(27787.25222, 7510.79347)",10773,13
0,Citizen_263,"(27787.25222, 7510.79347)",10773,13
0,Citizen_264,"(27787.25222, 7510.79347)",10773,13
0,Citizen_265,"(25131.15542, 7007.12643)",3470,13
0,Citizen_266,"(25131.15542, 7007.12643)",3470,13
0,Citizen_267,"(25131.15542, 7007.12643)",3470,13
0,Citizen_268,"(25131.15542, 7007.12643)",3470,13
0,Citizen_269,"(25131.15542, 7007.12643)",3470,13
0,Citizen_270,"(25131.15542, 7007.12643)",3470,13
0,Citizen_271,"(25131.15542, 7007.12643)",3470,13
0,Citizen_272,"(25131.15542, 7007.12643)",3470,13
0,Citizen_273,"(25131.15542, 7007.12643)",3470,13
0,Citizen_274,"(25131.15542, 7007.12643)",3470,13
0,Citizen_275,"(25131.15542, 7007.12643)",3470,13
0,Citizen_276,"(25131.15542, 7007.12643)",3470,13
0,Citizen_277,"(25131.15542, 7007.12643)",3470,13
0,Citizen_278,"(25131.15542, 7007.12643)",3470,13
0,Citizen_279,"(25131.15542, 7007.12643)",3470,13
0,Citizen_280,"(25131.15542, 7007.12643)",3470,13
0,Citizen_281,"(25131.15542, 7007.12643)",3470,13
0,Citizen_282,"(25131.15542, 7007.12643)",3470,13
0,Citizen_283,"(25131.15542, 7007.12643)",3470,13
0,Citizen_284,"(25131.15542, 7007.12643)",3470,13
0,Citizen_285,"(25131.15542, 7007.12643)",3470,13
0,Citizen_286,"(25131.15542, 7007.12643)",3470,13
0,Citizen_287,"(25131.15542, 7007.12643)",3470,13
0,Citizen_288,"(25131.15542, 7007.12643)",3470,13
0,Citizen_289,"(29916.13539, 8643.12963)",10639,13
0,Citizen_290,"(29916.13539, 8643.12963)",10639,13
0,Citizen_291,"(29916.13539, 8643.12963)",10639,13
0,Citizen_292,"(29916.13539, 8643.12963)",10639,13
0,Citizen_293,"(29916.13539, 8643.12963)",10639,13
0,Citizen_294,"(29916.13539, 8643.12963)",10639,13
0,Citizen_295,"(29916.13539, 8643.12963)",10639,13
0,Citizen_296,"(29916.13539, 8643.12963)",10639,13
0,Citizen_297,"(29916.13539, 8643.12963)",10639,13
0,Citizen_298,"(29916.13539, 8643.12963)",10639,13
0,Citizen_299,"(29916.13539, 8643.12963)",10639,13
0,Citizen_300,"(29916.13539, 8643.12963)",10639,13
0,Citizen_301,"(29916.13539, 8643.12963)",10639,13
0,Citizen_302,"(29916.13539, 8643.12963)",10639,13
0,Citizen_303,"(29916.13539, 8643.12963)",10639,13
0,Citizen_304,"(29916.13539, 8643.12963)",10639,13
0,Citizen_305,"(29916.13539, 8643.12963)",10639,13
0,Citizen_306,"(26165.75725, 4963.71412)",13923,13
0,Citizen_307,"(26165.75725, 4963.71412)",13923,13
0,Citizen_308,"(26165.75725, 4963.71412)",13923,13
0,Citizen_309,"(26165.75725, 4963.71412)",13923,13
0,Citizen_310,"(26165.75725, 4963.71412)",13923,13
0,Citizen_311,"(26165.75725, 4963.71412)",13923,13
0,Citizen_312,"(26165.75725, 4963.71412)",13923,13
0,Citizen_313,"(26165.75725, 4963.71412)",13923,13
0,Citizen_314,"(26165.75725, 4963.71412)",13923,13
0,Citizen_315,"(26165.75725, 4963.71412)",13923,13
0,Citizen_316,"(26165.75725, 4963.71412)",13923,13
0,Citizen_317,"(26165.75725, 4963.71412)",13923,13
0,Citizen_318,"(26165.75725, 4963.71412)",13923,13
0,Citizen_319,"(26165.75725, 4963.71412)",13923,13
0,Citizen_320,"(26165.75725, 4963.71412)",13923,13
0,Citizen_321,"(26165.75725, 4963.71412)",13923,13
0,Citizen_322,"(26165.75725, 4963.71412)",13923,13
0,Citizen_323,"(26165.75725, 4963.71412)",13923,13
0,Citizen_324,"(26165.75725, 4963.71412)",13923,13
0,Citizen_325,"(26165.75725, 4963.71412)",13923,13
0,Citizen_326,"(26165.75725, 4963.71412)",13923,13
0,Citizen_327,"(26165.75725, 4963.71412)",13923,13
0,Citizen_328,"(26165.75725, 4963.71412)",13923,13
0,Citizen_329,"(26165.75725, 4963.71412)",13923,13
0,Citizen_330,"(26165.75725, 4963.71412)",13923,13
0,Citizen_331,"(26165.75725, 4963.71412)",13923,13
0,Citizen_332,"(26165.75725, 4963.71412)",13923,13
0,Citizen_333,"(26165.75725, 4963.71412)",13923,13
0,Citizen_334,"(26165.75725, 4963.71412)",13923,13
0,Citizen_335,"(26165.75725, 4963.71412)",13923,13
0,Citizen_336,"(26165.75725, 4963.71412)",13923,13
0,Citizen_337,"(26165.75725, 4963.71412)",13923,13
0,Citizen_338,"(26165.75725, 4963.71412)",13923,13
0,Citizen_339,"(26165.75725, 4963.71412)",13923,13
0,Citizen_340,"(26165.75725, 4963.71412)",13923,13
0,Citizen_341,"(26165.75725, 4963.71412)",13923,13
0,Citizen_342,"(26165.75725, 4963.71412)",13923,13
0,Citizen_343,"(26165.75725, 4963.71412)",13923,13
0,Citizen_344,"(26165.75725, 4963.71412)",13923,13
0,Citizen_345,"(26165.75725, 4963.71412)",13923,13
0,Citizen_346,"(26165.75725, 4963.71412)",13923,13
0,Citizen_347,"(25075.35042, 2188.87947)",12223,13
0,Citizen_348,"(25075.35042, 2188.87947)",12223,13
0,Citizen_349,"(25075.35042, 2188.87947)",12223,13
0,Citizen_350,"(25075.35042, 2188.87947)",12223,13
0,Citizen_351,"(25075.35042, 2188.87947)",12223,13
0,Citizen_352,"(25075.35042, 2188.87947)",12223,13
0,Citizen_353,"(25075.35042, 2188.87947)",12223,13
0,Citizen_354,"(25075.35042, 2188.87947)",12223,13
0,Citizen_355,"(25075.35042, 2188.87947)",12223,13
0,Citizen_356,"(25075.35042, 2188.87947)",12223,13
0,Citizen_357,"(25075.35042, 2188.87947)",12223,13
0,Citizen_358,"(25075.35042, 2188.87947)",12223,13
0,Citizen_359,"(25075.35042, 2188.87947)",12223,13
0,Citizen_360,"(25075.35042, 2188.87947)",12223,13
0,Citizen_361,"(25075.35042, 2188.87947)",12223,13
0,Citizen_362,"(25075.35042, 2188.87947)",12223,13
0,Citizen_363,"(25075.35042, 2188.87947)",12223,13
0,Citizen_364,"(25075.35042, 2188.87947)",12223,13
0,Citizen_365,"(25075.35042, 2188.87947)",12223,13
0,Citizen_366,"(25075.35042, 2188.87947)",12223,13
0,Citizen_367,"(25075.35042, 2188.87947)",12223,13
0,Citizen_368,"(25075.35042, 2188.87947)",12223,13
0,Citizen_369,"(25075.35042, 2188.87947)",12223,13
0,Citizen_370,"(25075.35042, 2188.87947)",12223,13
0,Citizen_371,"(25075.35042, 2188.87947)",12223,13
0,Citizen_372,"(25075.35042, 2188.87947)",12223,13
0,Citizen_373,"(25075.35042, 2188.87947)",12223,13
0,Citizen_374,"(25075.35042, 2188.87947)",12223,13
0,Citizen_375,"(25075.35042, 2188.87947)",12223,13
0,Citizen_376,"(25075.35042, 2188.87947)",12223,13
0,Citizen_377,"(25075.35042, 2188.87947)",12223,13
0,Citizen_378,"(25075.35042, 2188.87947)",12223,13
0,Citizen_379,"(25075.35042, 2188.87947)",12223,13
0,Citizen_380,"(25075.35042, 2188.87947)",12223,13
0,Citizen_381,"(25075.35042, 2188.87947)",12223,13
0,Citizen_382,"(25075.35042, 2188.87947)",12223,13
0,Citizen_383,"(25075.35042, 2188.87947)",12223,13
0,Citizen_384,"(25075.35042, 2188.87947)",12223,13
0,Citizen_385,"(25075.35042, 2188.87947)",12223,13
0,Citizen_386,"(25075.35042, 2188.87947)",12223,13
0,Citizen_387,"(25075.35042, 2188.87947)",12223,13
0,Citizen_388,"(25075.35042, 2188.87947)",12223,13
0,Citizen_389,"(25075.35042, 2188.87947)",12223,13
0,Citizen_390,"(25075.35042, 2188.87947)",12223,13
0,Citizen_391,"(25075.35042, 2188.87947)",12223,13
0,Citizen_392,"(25075.35042, 2188.87947)",12223,13
0,Citizen_393,"(25075.35042, 2188.87947)",12223,13
0,Citizen_394,"(25075.35042, 2188.87947)",12223,13
0,Citizen_395,"(25075.35042, 2188.87947)",12223,13
0,Citizen_396,"(25075.35042, 2188.87947)",12223,13
0,Citizen_397,"(25075.35042, 2188.87947)",12223,13
0,Citizen_398,"(25075.35042, 2188.87947)",12223,13
0,Citizen_399,"(25075.35042, 2188.87947)",12223,13
0,Citizen_400,"(25075.35042, 2188.87947)",12223,13
0,Citizen_401,"(25075.35042, 2188.87947)",12223,13
0,Citizen_402,"(25075.35042, 2188.87947)",12223,13
0,Citizen_403,"(25075.35042, 2188.87947)",12223,13
0,Citizen_404,"(25075.35042, 2188.87947)",12223,13
0,Citizen_405,"(25075.35042, 2188.87947)",12223,13
0,Citizen_406,"(25075.35042, 2188.87947)",12223,13
0,Citizen_407,"(25075.35042, 2188.87947)",12223,13
0,Citizen_408,"(25075.35042, 2188.87947)",12223,13
0,Citizen_409,"(25075.35042, 2188.87947)",12223,13
0,Citizen_410,"(25075.35042, 2188.87947)",12223,13
0,Citizen_411,"(25075.35042, 2188.87947)",12223,13
0,Citizen_412,"(25075.35042, 2188.87947)",12223,13
0,Citizen_413,"(25075.35042, 2188.87947)",12223,13
0,Citizen_414,"(25075.35042, 2188.87947)",12223,13
0,Citizen_415,"(25075.35042, 2188.87947)",12223,13
0,Citizen_416,"(25075.35042, 2188.87947)",12223,13
0,Citizen_417,"(25075.35042, 2188.87947)",12223,13
0,Citizen_418,"(25075.35042, 2188.87947)",12223,13
0,Citizen_419,"(25075.35042, 2188.87947)",12223,13
0,Citizen_420,"(25075.35042, 2188.87947)",12223,13
0,Citizen_421,"(25075.35042, 2188.87947)",12223,13
0,Citizen_422,"(25075.35042, 2188.87947)",12223,13
0,Citizen_423,"(25075.35042, 2188.87947)",12223,13
0,Citizen_424,"(25075.35042, 2188.87947)",12223,13
0,Citizen_425,"(25075.35042, 2188.87947)",12223,13
0,Citizen_426,"(25075.35042, 2188.87947)",12223,13
0,Citizen_427,"(25075.35042, 2188.87947)",12223,13
0,Citizen_428,"(25075.35042, 2188.87947)",12223,13
0,Citizen_429,"(25075.35042, 2188.87947)",12223,13
0,Citizen_430,"(25075.35042, 2188.87947)",12223,13
0,Citizen_431,"(25075.35042, 2188.87947)",12223,13
0,Citizen_432,"(25075.35042, 2188.87947)",12223,13
0,Citizen_433,"(25075.35042, 2188.87947)",12223,13
0,Citizen_434,"(25075.35042, 2188.87947)",12223,13
0,Citizen_435,"(25075.35042, 2188.87947)",12223,13
0,Citizen_436,"(25075.35042, 2188.87947)",12223,13
0,Citizen_437,"(25075.35042, 2188.87947)",12223,13
0,Citizen_438,"(25075.35042, 2188.87947)",12223,13
0,Citizen_439,"(25075.35042, 2188.87947)",12223,13
0,Citizen_440,"(25075.35042, 2188.87947)",12223,13
0,Citizen_441,"(25075.35042, 2188.87947)",12223,13
0,Citizen_442,"(25075.35042, 2188.87947)",12223,13
0,Citizen_443,"(25075.35042, 2188.87947)",12223,13
0,Citizen_444,"(25075.35042, 2188.87947)",12223,13
0,Citizen_445,"(25075.35042, 2188.87947)",12223,13
0,Citizen_446,"(25075.35042, 2188.87947)",12223,13
0,Citizen_447,"(25075.35042, 2188.87947)",12223,13
0,Citizen_448,"(25075.35042, 2188.87947)",12223,13
0,Citizen_449,"(25075.35042, 2188.87947)",12223,13
0,Citizen_450,"(25075.35042, 2188.87947)",12223,13
0,Citizen_451,"(25075.35042, 2188.87947)",12223,13
0,Citizen_452,"(25075.35042, 2188.87947)",12223,13
0,Citizen_453,"(25075.35042, 2188.87947)",12223,13
0,Citizen_454,"(25075.35042, 2188.87947)",12223,13
0,Citizen_455,"(25075.35042, 2188.87947)",12223,13
0,Citizen_456,"(25075.35042, 2188.87947)",12223,13
0,Citizen_457,"(25075.35042, 2188.87947)",12223,13
0,Citizen_458,"(25075.35042, 2188.87947)",12223,13
0,Citizen_459,"(25075.35042, 2188.87947)",12223,13
0,Citizen_460,"(25075.35042, 2188.87947)",12223,13
0,Citizen_461,"(25075.35042, 2188.87947)",12223,13
0,Citizen_462,"(25075.35042, 2188.87947)",12223,13
0,Citizen_463,"(25075.35042, 2188.87947)",12223,13
0,Citizen_464,"(25075.35042, 2188.87947)",12223,13
0,Citizen_465,"(25075.35042, 2188.87947)",12223,13
0,Citizen_466,"(25075.35042, 2188.87947)",12223,13
0,Citizen_467,"(25075.35042, 2188.87947)",12223,13
0,Citizen_468,"(25075.35042, 2188.87947)",12223,13
0,Citizen_469,"(25075.35042, 2188.87947)",12223,13
0,Citizen_470,"(25075.35042, 2188.87947)",12223,13
0,Citizen_471,"(25075.35042, 2188.87947)",12223,13
0,Citizen_472,"(25075.35042, 2188.87947)",12223,13
0,Citizen_473,"(25075.35042, 2188.87947)",12223,13
