node,x,y
4450,24440.15208,8057.39402
4451,24431.40882,7998.77048
4452,24418.55706,7912.59942
4453,24410.99827,7867.5184
4454,24397.06554,7784.42287
4455,24393.91192,7765.61449
4456,20875.72901,8678.03752
4457,20816.1994,9246.02569
4458,20827.01634,9122.70177
4459,20830.25351,9091.69684
4460,20837.99551,9039.85264
4461,20849.46001,8963.55623
4462,20859.08874,8913.05472
4463,20871.24573,8872.99782
4464,20875.22399,8803.73094
4465,20878.7295,8719.66155
4466,20815.81944,9646.98862
4467,20810.94243,9631.29218
4468,20808.083,9612.65091
4469,20806.85055,9604.61629
4470,20806.11852,9548.54841
4471,20812.47037,9495.4097
4472,20813.2602,9488.80209
4473,20821.4681,9399.03749
4474,20820.11413,9363.81568
4475,20819.75528,9354.48074
4476,20819.08463,9337.03481
4477,20677.70704,8533.88046
4478,20481.69533,8648.17598
4479,20411.65484,8689.01698
4480,20191.74478,8810.5742
4481,19654.03164,1478.23628
4482,19602.93953,1405.84441
4483,19580.47767,1363.17466
4484,19598.24065,1336.75156
4485,19639.66917,1295.91846
4486,19675.37842,1265.8044
4487,19681.4413,1234.44612
4488,19635.9743,1186.37619
4489,19495.78028,1125.38077
4490,19470.79249,1111.05018
4491,19987.29743,2611.7347
4492,19973.93011,2541.55309
4493,19973.44777,2538.75219
4494,19951.31482,2410.22796
4495,19947.44483,2382.24235
4496,19946.84302,2377.89045
4497,19946.19293,2349.8106
4498,19946.07494,2340.87436
4499,19949.15659,2309.04082
4500,19940.65206,2289.05367
4501,19872.15092,2071.53703
4502,19860.64083,2035.59616
4503,19861.01623,2023.07476
4504,19835.47314,1940.78232
4505,19800.51518,1850.12589
4506,19797.43906,1841.51529
4507,19742.24072,1687.0054
4508,19709.74533,1595.75808
4509,19683.81812,1524.53441
4510,19680.58061,1516.43839
4511,19673.04241,1503.03585
4512,20023.78047,2898.65335
4513,20023.13961,2877.17067
4514,20020.41455,2833.66352
4515,20017.40501,2785.61448
4516,20009.95931,3132.8198
4517,20016.37935,3106.75204
4518,20023.99369,2931.35213
4519,19996.20116,3268.85749
4520,20001.61103,3169.69192
4521,19974.44368,4341.32268
4522,19974.22976,4321.46282
4523,19973.58554,4192.813
4524,19974.27551,4157.31203
4525,19984.15928,3648.76347
4526,19984.95151,3608.00098
4527,19982.49162,5088.46333
4528,19936.10165,5319.88239
4529,19952.99709,5270.85718
4530,19967.11254,5207.59625
4531,19983.02388,5170.90427
4532,19990.10021,5154.58608
4533,19986.95153,5110.74042
4534,19933.97326,5368.49581
4535,19925.36013,5596.09581
4536,19925.45034,5594.00713
4537,19928.90498,5514.02453
4538,19930.03087,5487.95761
4539,19965.83867,5992.86142
4540,19965.81405,5988.0028
4541,19966.20798,5974.41067
4542,19967.58179,5927.00906
4543,19966.22301,5902.61622
4544,19952.34516,5841.99306
4545,19944.34481,5807.5706
4546,19942.63499,5800.21389
4547,19936.38488,5775.62594
4548,19923.72009,5678.35481
4549,19968.74386,6649.8571
4550,19968.69918,6619.08096
4551,19968.4174,6425.00341
4552,19968.11928,6378.59116
4553,19966.57491,6138.15515
4554,19966.3223,6088.30289
4555,19965.93113,6011.10904
4556,20597.53881,8449.24783
4557,20561.51365,8413.78959
4558,20388.92023,8243.91225
4559,20358.96684,8213.27529
4560,20296.34811,8153.20299
4561,20252.41502,8108.46498
4562,20203.25345,8055.50634
4563,20170.30724,8014.07178
4564,20144.51444,7978.78073
4565,20122.58292,7944.3073
4566,20090.89262,7887.0572
4567,20080.14138,7863.88065
4568,20069.0146,7840.25181
4569,20061.07331,7823.38769
4570,20038.3816,7765.03307
4571,20022.85303,7714.47279
4572,20012.10212,7674.07326
4573,20004.08896,7633.0114
4574,20000.71034,7613.21862
4575,19999.50949,7606.07596
4576,19997.28916,7592.86946
4577,19994.11098,7554.09601
4578,19987.92288,7475.54553
4579,19983.75491,7415.8896
4580,19979.89196,7368.72682
4581,19975.25709,7295.27382
4582,19968.73749,7141.75893
4583,19970.5297,6882.47533
4584,24047.10619,3137.87621
4585,24089.98349,3109.95483
4586,24101.5321,3102.43446
4587,23962.41911,3197.41903
4588,23973.88203,3188.20533
4589,24020.78655,3155.96647
4590,23783.81299,3359.26001
4591,23856.84309,3318.79667
4592,23880.48771,3292.04519
4593,23915.96957,3238.15687
4594,23934.6044,3219.77605
4595,23612.64863,3428.5141
4596,23663.16081,3411.39385
4597,23731.33463,3381.93592
4598,23219.56238,3557.47154
4599,23398.83961,3500.98104
4600,23491.46414,3469.58752
4601,23193.11978,3570.82996
4602,23137.9421,3592.69784
4603,24892.7118,7450.80118
4604,24936.17212,7534.86311
4605,24841.30598,7351.37087
4606,24708.72114,7094.07507
4607,24749.32466,7173.27625
4608,24760.45515,7194.98738
4609,24528.57899,6742.68991
4610,24559.51886,6803.04121
4611,24591.90513,6866.21383
4612,24626.34186,6933.3861
4613,24668.91213,7016.42364
4614,24518.36703,6727.93003
4615,24272.23677,6284.1933
4616,24278.69174,6302.76441
4617,24284.63447,6319.86177
4618,24312.79368,6372.18362
4619,24346.03832,6433.95457
4620,24390.84034,6517.19995
4621,24414.47215,6561.10958
4622,24130.05246,5981.67385
4623,24189.42537,6106.11254
4624,24209.23629,6142.89634
4625,24037.87917,5811.39259
4626,24041.55911,5818.19093
4627,23897.96518,5542.36425
4628,23948.78945,5641.82292
4629,23969.06098,5681.49253
4630,23627.88263,5019.58962
4631,23643.97903,5050.50562
4632,23654.58044,5070.86751
4633,23679.13347,5118.02598
4634,23716.10414,5189.03474
4635,23761.87986,5276.95517
4636,23786.66413,5324.55778
4637,23360.31998,4495.83137
4638,23409.07249,4584.99137
4639,23494.95635,4761.65009
4640,23573.88779,4914.83461
4641,23610.78493,4986.44195
4642,23626.1695,5016.29923
4643,23299.91395,4385.35907
4644,23319.2055,4420.64002
4645,23198.70824,4193.22924
4646,23206.9896,4208.99238
4647,23230.70468,4254.13277
4648,23105.17976,3628.89201
4649,23101.52349,3647.23645
4650,23095.69498,3668.8622
4651,23092.5016,3694.37841
4652,23091.28322,3704.11375
4653,23084.76265,3756.21534
4654,23084.84356,3769.48064
4655,23085.20141,3828.14794
4656,23098.25436,3905.88483
4657,23105.24794,3961.25435
4658,23107.76592,3981.18961
4659,23128.20592,4059.03181
4660,23679.65905,2104.88268
4661,23708.22672,2166.77499
4662,23728.21877,2201.35808
4663,23736.83903,2214.00074
4664,23803.115,2311.20248
4665,23818.55584,2329.33209
4666,23830.62219,2341.69005
4667,23856.54461,2367.32073
4668,23892.71724,2396.13371
4669,23916.10897,2416.72795
4670,23928.36152,2429.47543
4671,23956.40851,2467.55
4672,23995.52666,2533.47856
4673,24012.46865,2553.85242
4674,23198.13611,968.39559
4675,23229.59444,1030.60773
4676,23268.45418,1132.36672
4677,23358.24147,1349.96456
4678,23423.03036,1499.24072
4679,23641.63239,2013.57763
4680,23643.64048,2019.00955
4681,23655.95849,2052.33002
4682,23658.19619,2058.38304
4683,23071.69862,1025.26907
4684,24281.12677,436.57505
4685,24290.33768,406.0648
4686,24295.06691,381.48429
4687,24296.38014,365.36666
4688,24300.34045,339.57041
4689,24265.01607,192.13585
4690,24250.95709,129.09752
4691,24247.33656,112.86362
4692,24248.57873,79.45621
4693,24223.32187,-34.87329
4694,24217.05148,-61.56298
4695,24193.434,-162.08988
4696,24162.53902,-291.047
4697,24135.41655,-392.5965
4698,24105.5562,-405.82372
4699,24348.28479,533.26481
4700,24390.41358,521.79634
4701,24409.6934,512.3581
4702,24436.11767,485.18144
4703,24442.31914,482.06264
4704,24497.66732,466.79686
4705,24707.51199,427.94042
4706,24315.05197,472.07021
4707,24205.7583,511.94185
4708,24266.15816,462.58936
4709,23902.14922,659.4528
4710,23911.63811,655.26323
4711,24006.62908,613.32254
4712,24127.50148,559.95459
4713,23593.53114,789.51189
4714,23801.09693,695.60546
4715,23867.35515,671.02883
4716,23502.80773,830.55676
4717,20633.53738,-821.04665
4718,20566.87185,-902.11257
4719,20503.60432,-979.04648
4720,20466.93444,-1023.52293
4721,20423.31574,-1076.4275
4722,20332.31339,-1186.8031
4723,20898.61872,-487.9674
4724,20828.98058,-573.14845
4725,20741.85064,-679.72536
4726,20694.95537,-740.91178
4727,21208.84597,-111.88294
4728,21160.53952,-170.53522
4729,21103.76194,-239.4729
4730,21077.84482,-270.86687
4731,21062.79971,-289.09135
4732,21479.8103,245.93789
4733,21457.62145,183.65007
4734,21431.32642,155.32251
4735,21375.87431,95.5841
4736,21365.3513,82.5134
4737,21259.54764,-48.90605
4738,21597.58121,539.33671
4739,21552.86885,450.66368
4740,21498.01001,341.86826
4741,21825.32565,970.29574
4742,21798.40055,919.90059
4743,21759.01996,846.19275
4744,21746.51448,822.42286
4745,22130.53674,1552.67838
4746,22080.12361,1456.05161
4747,22054.01098,1406.00157
4748,22025.64965,1351.4827
4749,21964.87567,1234.65714
4750,21902.27662,1114.32325
4751,22949.87695,1079.63318
4752,22955.14258,1077.28334
4753,22399.36685,1324.65247
4754,22401.73435,1322.64432
4755,22484.97459,1285.83447
4756,22591.44917,1238.75011
4757,22679.01225,1200.02865
4758,22797.73627,1147.52744
4759,22241.45924,1458.59218
4760,21488.6896,2088.90693
4761,21494.06927,2086.21398
4762,21591.87114,2017.91474
4763,21595.90424,2015.09826
4764,21720.74428,1907.12032
4765,21456.0847,2649.02803
4766,21455.40209,2637.05588
4767,21450.59963,2552.82634
4768,21446.5658,2482.07773
4769,21441.15372,2387.15624
4770,21440.90704,2382.82969
4771,21437.49658,2309.65845
4772,21434.49361,2245.22998
4773,21481.61435,3089.32712
4774,21475.50896,2981.57552
4775,21475.15233,2975.2815
4776,21469.19575,2870.15632
4777,21467.92357,2848.69999
4778,21497.04997,3347.89601
4779,21488.01867,3199.26409
4780,21485.42439,3156.56884
4781,21507.9463,3527.22175
4782,21518.88606,3714.75317
4783,21514.2179,3634.73062
4784,21530.85144,3919.86608
4785,21526.70208,3848.73693
4786,21579.86657,4561.73843
4787,21572.26463,4499.8135
4788,21571.91242,4496.94448
4789,21559.53236,4401.25696
4790,21558.18425,4389.98728
4791,21549.29263,4240.15752
4792,21546.32795,4197.71492
4793,21545.51569,4186.08648
4794,21543.21434,4148.36315
4795,21539.78622,4092.16989
4796,21535.0115,4002.87127
4797,21534.43434,3991.35531
4798,21706.6036,4950.29666
4799,21686.89379,4890.42031
4800,21684.84708,4884.2216
4801,21638.91517,4745.11136
4802,21606.58774,4647.29672
4803,21583.94368,4579.70765
4804,21841.74791,5356.4111
4805,21792.65759,5210.18602
4806,21781.65888,5177.10566
4807,21770.14039,5142.46201
4808,21741.93819,5057.63948
4809,21894.80754,5458.48385
4810,21877.07272,5426.15019
4811,21859.33789,5393.81653
4812,21846.62617,5370.94196
4813,22041.13267,5730.45406
4814,21936.16582,5534.34493
4815,21928.11701,5519.30737
4816,21913.47618,5492.57303
4817,22123.00113,5878.34242
4818,22104.97642,5845.49805
4819,22233.97458,6083.22219
4820,22208.35091,6035.53102
4821,22207.28957,6033.55564
4822,22164.25843,5953.69352
4823,22159.1404,5944.19489
4824,22420.93997,6428.52806
4825,22418.55807,6424.12487
4826,22409.012,6406.63513
4827,22374.91952,6344.17298
4828,22372.57246,6339.87283
4829,22316.17994,6235.50712
4830,22275.88509,6160.9284
4831,22253.08516,6118.72971
4832,22247.17883,6107.79812
4833,22545.98546,6670.60957
4834,22542.71372,6663.96035
4835,22508.35449,6594.81113
4836,22496.72009,6571.39648
4837,22479.75693,6537.25748
4838,22668.60618,6919.47335
4839,22661.3304,6904.13711
4840,22630.96388,6842.54305
4841,22623.6946,6827.87397
4842,22587.42167,6754.67693
4843,22577.38191,6734.41717
4844,22549.90138,6678.56796
4845,22765.87664,7115.28821
4846,22750.75999,7084.26254
4847,22735.83583,7054.12937
4848,22731.14545,7044.79366
4849,22718.9224,7020.08673
4850,22708.79698,6999.48628
4851,22707.30225,6996.44522
4852,22703.38683,6988.55244
4853,22700.63077,6983.14327
4854,22694.16087,6969.89063
4855,22856.00653,7295.88548
4856,22842.5574,7269.20091
4857,22824.33308,7232.14702
4858,22805.77873,7194.23671
4859,22899.26536,7384.41218
4860,22891.77983,7368.35561
4861,20241.82022,8817.61874
4862,21406.62482,8107.17575
4863,21366.51314,8127.33222
4864,21176.70265,8240.77706
4865,21041.08799,8321.83045
4866,20731.21533,8502.8079
4867,22811.74361,7421.29049
4868,22548.19925,7549.78268
4869,22423.63588,7615.09675
4870,22344.38795,7657.86832
4871,22137.84538,7748.96131
4872,21970.30176,7831.59031
4873,21737.25116,7940.89917
4874,21616.42319,7999.48372
4875,21614.53396,8000.47974
4876,21524.67331,8047.85534
4877,23100.45664,7787.68861
4878,23089.06281,7765.93388
4879,23071.52246,7730.93087
4880,23058.28898,7703.23792
4881,23047.72978,7681.1413
4882,23027.92713,7641.28972
4883,23011.67136,7608.57605
4884,22979.90599,7543.97309
4885,22972.48436,7529.31866
4886,22967.69496,7519.86171
4887,22944.03936,7471.16636
4888,22929.31853,7441.95674
4889,22918.79521,7421.76765
4890,23210.63587,8011.50812
4891,23188.96334,7965.62612
4892,23175.56426,7939.99804
4893,23143.47609,7873.42588
4894,23273.10082,8138.55562
4895,23234.37628,8059.03091
4896,23420.13562,8431.17526
4897,23392.27688,8376.55832
4898,23389.99384,8371.98641
4899,23379.31568,8350.60294
4900,23369.24118,8330.42831
4901,23366.35448,8324.64757
4902,23335.3916,8263.22042
4903,23334.02749,8260.48765
4904,23302.66741,8197.66315
4905,23744.91145,9079.86974
4906,23708.597,9008.65278
4907,23707.4823,9006.41333
4908,23673.2568,8937.65374
4909,23660.41951,8911.86343
4910,23616.23578,8822.42984
4911,23614.8893,8819.71988
4912,23566.73219,8722.79699
4913,23552.34335,8693.83744
4914,23523.65927,8636.10674
4915,23522.49085,8633.78549
4916,23475.08206,8539.59972
4917,23470.39496,8530.288
4918,23448.25748,8486.30806
4919,23897.29167,9344.43535
4920,23856.04193,9312.7011
4921,23836.22942,9285.61701
4922,23819.32684,9255.20804
4923,23792.28953,9174.26776
4924,22672.82422,9483.96511
4925,22592.74179,9419.08665
4926,22601.67991,9426.22138
4927,22652.55743,9466.83364
4928,22438.64505,9506.69268
4929,22454.13469,9388.87765
4930,22445.03262,9425.6584
4931,22439.80234,9489.36912
4932,26803.01198,9058.39608
4933,26816.17536,9086.61969
4934,26855.32173,9168.48653
4935,26423.80721,9102.21966
4936,26477.07261,9084.0711
4937,26504.67392,9073.80953
4938,26731.33501,8989.54185
4939,26017.80766,9153.81941
4940,26018.47578,9153.74212
4941,26155.57424,9139.36514
4942,26320.70358,9122.04866
4943,26336.58345,9120.3834
4944,25594.4481,9198.21902
4945,25799.61874,9179.05981
4946,25818.83359,9176.837
4947,25458.66142,9212.57271
4948,25279.00392,9231.07284
4949,25327.45192,9226.44256
4950,24939.40882,9263.52865
4951,25094.84038,9248.67373
4952,24659.81777,9289.23762
4953,24778.51008,9278.32362
4954,24859.87519,9270.84193
4955,24146.31807,9343.81222
4956,24238.34982,9335.03711
4957,24378.33222,9321.68995
4958,24389.48214,9320.62682
4959,24514.06336,9306.16145
4960,23957.61304,9361.80502
4961,24052.18575,9352.78763
4962,22899.52581,9462.45966
4963,22921.22757,9460.40098
4964,23141.78349,9439.47853
4965,23169.19186,9436.7728
4966,23324.35318,9421.45541
4967,23426.77604,9411.34432
4968,23437.39084,9410.34222
4969,23492.23857,9405.16427
4970,23570.67925,9397.75902
4971,23619.73458,9393.12791
4972,23697.06002,9385.82794
4973,23738.67412,9381.99113
4974,23792.31871,9377.04511
4975,23820.37625,9374.45822
4976,22648.3093,9486.29066
4977,21901.14059,9559.17002
4978,22381.21816,9512.28079
4979,21309.2794,9614.19728
4980,21497.0089,9598.51933
4981,21541.31994,9594.81875
4982,20986.55053,9641.84998
4983,23173.61338,910.33068
4984,23131.16198,814.85114
4985,23089.41604,715.03239
4986,23081.0578,700.77896
4987,23077.57746,682.93698
4988,23077.32052,671.04228
4989,23086.79275,613.88241
4990,23091.9031,569.69358
4991,23092.81363,561.82032
4992,23102.03424,499.85192
4993,23106.42269,470.35874
4994,23129.7548,327.63458
4995,23123.0982,310.34204
4996,23142.8136,244.6427
4997,23147.40353,215.47254
4998,23172.22211,82.17449
4999,23199.89757,-88.46642
5000,23200.21849,-114.56572
5001,22697.72818,121.55367
5002,22762.80419,262.54368
5003,22774.78092,290.45352
5004,22802.94485,356.08509
5005,22841.82939,452.16922
5006,22864.14114,507.30183
5007,22885.44514,561.2355
5008,22900.36936,600.01297
5009,22946.14015,718.93886
5010,22962.57478,759.19289
5011,22983.85804,811.32286
5012,23012.41205,880.36649
5013,23014.27459,884.8701
5014,23033.18581,930.59746
5015,22497.15239,-380.62441
5016,22498.48102,-355.53502
5017,22519.7786,-303.97718
5018,22546.31287,-240.18671
5019,22568.26864,-187.40331
5020,22594.95603,-123.34923
5021,22649.66207,7.95421
5022,22669.65465,55.20467
5023,22625.66573,-1302.41614
5024,22637.55207,-1402.04362
5025,22646.06618,-1464.1464
5026,22653.11867,-1518.35173
5027,22661.95289,-1578.17555
5028,22559.71534,-803.12509
5029,22567.30936,-858.21549
5030,22572.6136,-893.60972
5031,22574.92252,-910.81734
5032,22577.58827,-930.68426
5033,22587.44023,-1001.99891
5034,22599.15395,-1082.74103
5035,22613.07531,-1187.3209
5036,22613.60963,-1221.96662
5037,22518.75006,-561.72261
5038,22525.74756,-576.53388
5039,22531.06825,-599.16355
5040,22541.32682,-671.59828
5041,22543.90842,-689.82674
5042,22547.0735,-712.51291
5043,22551.42519,-743.70425
5044,22559.34482,-800.46937
5045,22498.50061,-405.40499
5046,22506.13745,-458.73179
5047,22511.24672,-485.73942
5048,22513.71074,-533.39305
5049,24000.06819,-385.8487
5050,24049.57305,-407.2687
5051,23616.3167,-400.95165
5052,23644.56109,-409.42434
5053,23690.7926,-423.04245
5054,23751.18634,-440.83224
5055,23754.54796,-441.82245
5056,23811.77641,-458.38869
5057,23820.93379,-461.03953
5058,23854.42069,-359.36266
5059,23101.42834,-396.89434
5060,23136.49896,-397.3326
5061,23165.59991,-397.53219
5062,23175.59976,-397.60078
5063,23273.20087,-398.27019
5064,23294.05449,-398.41322
5065,23327.39231,-393.14805
5066,23361.40207,-378.64523
5067,23364.25311,-377.42946
5068,23397.17814,-360.31354
5069,23418.53862,-356.507
5070,23444.00933,-351.96801
5071,23490.28708,-363.14556
5072,23491.97731,-363.6526
5073,22529.86538,-382.67958
5074,22697.67791,-388.14419
5075,22802.57153,-391.55993
5076,22879.60357,-394.06838
5077,22882.2936,-394.15598
5078,22960.03242,-395.12743
5079,22972.58229,-395.28425
5080,22152.84584,-266.17958
5081,22169.28621,-276.41636
5082,22205.63371,-291.66471
5083,22227.82357,-298.32833
5084,22300.29935,-320.09284
5085,22377.27509,-343.20868
5086,22402.85051,-351.53622
5087,22473.37219,-374.49857
5088,21881.03748,39.95343
5089,21895.57581,23.92358
5090,21944.12319,-29.60441
5091,21992.58849,-83.0419
5092,21999.24465,-90.26784
5093,22013.04872,-105.25358
5094,22105.8825,-206.0342
5095,21519.08034,240.235
5096,21561.91255,207.18535
5097,21692.38305,140.87725
5098,21742.88921,115.81006
5099,21854.66863,60.33175
5100,20015.93495,1268.29875
5101,20006.92446,1263.75695
5102,19959.15525,1248.24189
5103,19939.94631,1241.61362
5104,19907.25911,1230.33452
5105,19897.83365,1228.45267
5106,19851.26756,1219.15549
5107,19834.93849,1215.08738
5108,19808.0072,1208.37789
5109,20695.62774,1665.06465
5110,20673.88172,1651.01916
5111,20647.75628,1635.71628
5112,20501.2113,1549.8781
5113,20437.81664,1511.92203
5114,20416.68197,1499.26814
5115,20305.723,1432.01891
5116,20232.7803,1387.32305
5117,20191.29973,1361.9057
5118,20134.17859,1335.08207
5119,20118.98364,1327.94664
5120,20095.74731,1313.03749
5121,20046.97891,1284.80948
5122,20034.41002,1278.12472
5123,21002.80842,1871.58654
5124,20993.84683,1865.78444
5125,20987.14587,1861.12883
5126,20935.77723,1825.43958
5127,20900.44875,1801.52371
5128,20898.35492,1800.15189
5129,20845.39466,1765.45373
5130,20822.50682,1749.67537
5131,20765.9609,1710.6939
5132,20761.31808,1707.49324
5133,20719.95812,1680.77934
5134,21376.73424,2122.91652
5135,21351.83443,2105.78482
5136,21348.7557,2103.71857
5137,21334.19745,2093.94801
5138,21276.8101,2055.43329
5139,21270.35927,2051.10804
5140,21233.93283,2026.68434
5141,21217.95915,2015.97408
5142,21180.76631,1991.03651
5143,21175.51809,1987.40848
5144,21114.92234,1945.51943
5145,21103.97064,1938.15938
5146,21062.17485,1910.07063
5147,21060.23129,1908.76446
5148,21015.32605,1879.69096
5149,21434.39386,267.81575
5150,21223.21472,392.59864
5151,21220.2681,394.28796
5152,21125.65957,448.52784
5153,21045.91539,494.24587
5154,21033.43013,501.30951
5155,20865.85965,596.11395
5156,20851.03465,604.653
5157,20574.62518,763.8619
5158,20528.12344,790.64641
5159,20397.06568,864.1942
5160,20116.71369,1021.52385
5161,20062.94702,1052.81092
5162,19936.65958,1126.29817
5163,19922.70868,1163.00424
5164,21775.17067,563.64784
5165,21710.18542,484.59045
5166,21695.77713,466.9222
5167,21673.89695,440.0915
5168,21638.02129,395.08537
5169,21637.35848,394.25388
5170,21616.15028,369.32165
5171,21579.52581,326.26615
5172,21550.72614,278.20472
5173,21536.58872,253.9352
5174,22076.89046,933.33348
5175,22023.97602,869.0408
5176,22015.89669,859.22416
5177,21967.28216,799.70217
5178,21950.4994,779.15391
5179,21915.45203,735.48784
5180,21889.76298,703.48145
5181,21860.63139,667.60152
5182,21810.25009,605.54936
5183,22367.49523,1285.70613
5184,22311.01522,1218.3825
5185,22274.42729,1172.20355
5186,22242.50163,1132.76868
5187,22226.12463,1112.43884
5188,22222.27427,1107.65915
5189,22193.8892,1073.17713
5190,22168.31596,1043.1791
5191,22107.16365,969.49598
5192,22946.59897,1989.44515
5193,22795.49351,1803.97059
5194,22787.67333,1794.64901
5195,22734.4842,1731.24799
5196,22730.84878,1726.9146
5197,22689.46967,1678.26815
5198,22640.43137,1618.98523
5199,22638.21481,1616.30561
5200,22567.91822,1529.30762
5201,22566.88857,1528.03335
5202,22525.74412,1477.82629
5203,22520.50323,1471.43102
5204,22515.86808,1465.77491
5205,22478.23408,1421.63905
5206,22465.99947,1407.29072
5207,22417.46428,1346.76708
5208,21009.22433,1952.80438
5209,21003.62786,1879.72467
5210,21047.50008,2479.15686
5211,21041.8601,2408.31774
5212,21040.29349,2388.64088
5213,21032.42602,2270.45907
5214,21028.65998,2214.68354
5215,21026.35369,2180.52716
5216,21025.89085,2174.37395
5217,21021.08262,2110.45201
5218,21017.77963,2066.54108
5219,21083.84764,2986.65783
5220,21083.03237,2975.16849
5221,21080.51954,2943.07251
5222,21080.33262,2940.12512
5223,21074.45538,2847.44951
5224,21073.88517,2839.15071
5225,21073.08224,2827.46485
5226,21071.97421,2811.33859
5227,21067.04685,2739.62575
5228,21064.17771,2707.70227
5229,21061.39031,2676.68826
5230,21060.84515,2670.62254
5231,21056.14928,2604.66294
5232,21051.68943,2539.94727
5233,21048.68077,2496.28952
5234,21109.23102,3322.08627
5235,21104.53107,3267.99512
5236,21100.48894,3221.47484
5237,21099.36262,3208.51216
5238,21096.78093,3170.93605
5239,21093.56328,3124.10352
5240,21088.20572,3048.07491
5241,21084.55115,2996.57212
5242,21484.67392,3132.84491
5243,21136.59918,3309.96043
5244,21295.37482,3230.78453
5245,21297.23694,3229.85595
5246,21392.94521,3178.73614
5247,21418.34593,3165.16908
5248,21439.545,3154.83796
5249,21010.22806,3328.38141
5250,20925.98249,3334.57396
5251,20811.96211,3342.95514
5252,20807.31571,3343.30287
5253,20760.85462,3346.77999
5254,20688.69181,3352.18061
5255,20676.59404,3353.086
5256,20665.49742,3353.70978
5257,20619.7154,3356.28333
5258,21134.15914,3707.20285
5259,21136.15004,3681.61043
5260,21130.572,3620.99406
5261,21126.68224,3554.65391
5262,21121.0951,3483.12693
5263,21117.9533,3436.60632
5264,21117.20267,3425.49167
5265,21112.66149,3375.87167
5266,21085.46354,3976.97222
5267,21103.13595,3880.06385
5268,21110.08263,3841.6209
5269,21118.50889,3790.85758
5270,21124.03794,3757.30372
5271,21128.29228,3735.19871
5272,21129.2821,3730.05569
5273,21386.54129,3890.74585
5274,21103.27908,3971.70673
5275,21265.518,3923.75601
5276,19973.60589,4341.50387
5277,19962.65536,4339.69707
5278,19947.36396,4341.49409
5279,19901.05468,4349.37006
5280,19885.95967,4354.6388
5281,19845.55641,4363.4701
5282,19737.21375,4384.49499
5283,19990.79195,4334.03085
5284,19981.51046,4339.79437
5285,20759.23864,4082.92096
5286,20752.74572,4085.52191
5287,20698.15954,4107.3882
5288,20691.17417,4110.18642
5289,20634.55595,4135.45575
5290,20631.39946,4136.98161
5291,20571.62457,4165.87703
5292,20568.23533,4167.56005
5293,20465.87033,4218.39195
5294,20463.11515,4219.68639
5295,20394.17498,4252.07584
5296,20391.9656,4253.17751
5297,20374.19637,4262.03786
5298,20361.99465,4268.12205
5299,20344.14714,4274.57067
5300,20243.60545,4295.05735
5301,20084.14497,4320.22071
5302,20045.913,4327.84167
5303,20020.23473,4330.55305
5304,21067.78996,3982.71487
5305,21021.347,3997.80552
5306,20836.49348,4057.86972
5307,20661.25349,4833.06889
5308,20670.11633,4817.2915
5309,20700.98705,4762.15137
5310,20739.248,4695.03642
5311,20755.44442,4666.62567
5312,20778.69225,4625.42888
5313,20790.56981,4604.381
5314,20857.07944,4486.10933
5315,20890.07323,4429.15167
5316,20926.11485,4362.69116
5317,20930.17167,4354.27896
5318,20939.57739,4334.7753
5319,20976.57107,4261.06805
5320,20999.84951,4214.66346
5321,21038.30014,4132.73651
5322,21054.41783,4098.43257
5323,21061.47172,4081.67575
5324,21066.9758,4064.83019
5325,21070.12834,4053.4223
5326,21070.78005,4051.064
5327,21083.60691,3983.89369
5328,20452.55535,5200.8391
5329,20467.60283,5174.0181
5330,20502.97389,5110.61468
5331,20509.95266,5098.10507
5332,20564.31799,5002.64102
5333,20596.80397,4944.42115
5334,20635.52349,4878.87275
5335,20354.01577,5375.15589
5336,20381.97726,5325.05337
5337,20400.25408,5292.89425
5338,20405.5617,5283.55519
5339,20435.58244,5231.09204
5340,20283.44268,5657.19484
5341,20277.08233,5634.66818
5342,20271.80805,5610.57474
5343,20268.95541,5597.54362
5344,20265.5215,5577.74631
5345,20262.08759,5557.949
5346,20262.24426,5547.65887
5347,20267.11422,5529.34434
5348,20267.78147,5526.83501
5349,20282.8726,5499.03793
5350,20286.24658,5492.82324
5351,20331.96854,5415.88262
5352,20357.19741,5988.76669
5353,20350.86632,5951.22988
5354,20345.40496,5918.84968
5355,20331.06957,5857.29133
5356,20324.04391,5828.14701
5357,20308.08403,5760.07142
5358,20307.25473,5756.5341
5359,20297.54627,5718.95109
5360,27374.27818,5087.85676
5361,26574.73772,4625.69631
5362,26640.89248,4694.25701
5363,26670.82836,4710.46005
5364,26796.37225,4774.8876
5365,26856.00463,4805.49019
5366,26961.78025,4860.70489
5367,26999.99994,4880.44165
5368,27079.45205,4921.47097
5369,27084.19865,4923.92246
5370,27148.75358,4957.26325
5371,27271.19817,5020.69345
5372,27276.41636,5023.63666
5373,27323.80493,5050.3651
5374,27350.91639,5063.95792
5375,27370.20025,5073.62622
5376,26552.88123,4594.95415
5377,26179.66897,4107.63859
5378,26193.02511,4125.25932
5379,26245.81443,4198.65381
5380,26265.93436,4226.62712
5381,26400.82836,4410.38026
5382,26454.25589,4473.28524
5383,26461.96516,4484.72607
5384,26505.58976,4549.46646
5385,26518.60151,4562.81568
5386,26544.54456,4589.43157
5387,25485.10392,2523.18259
5388,25465.62239,2486.15727
5389,25431.26895,2420.86737
5390,25428.92525,2416.41309
