node,x,y
602,23936.60165,10007.79616
603,23976.10165,10006.29616
604,24050.45306,10007.08901
605,24158.95222,10008.24599
606,24398.10165,10010.79616
607,24455.10165,10011.29616
608,24495.10165,10008.79616
609,24575.29809,9993.5101
610,24626.22866,9983.80234
611,24659.93117,9977.37838
612,24676.10165,9974.29616
613,25016.58065,9905.50246
614,25017.60165,9905.29616
615,23879.73574,10026.20988
616,23880.10165,10056.29616
617,23877.53616,10072.26996
618,23853.60165,10221.29616
619,23832.60165,10308.29616
620,23769.10165,10563.79616
621,23751.60165,10618.79616
622,23713.99038,10702.43174
623,23713.60165,10703.29616
624,23693.10165,10756.79616
625,23688.60165,10778.79616
626,23683.10165,10813.79616
627,23684.10165,10850.29616
628,23700.60165,10940.29616
629,23727.60165,11076.29616
630,23729.60165,11099.79616
631,23731.59446,11123.21167
632,23729.10165,11155.29616
633,23725.10165,11174.79616
634,23705.60165,11252.29616
635,23637.10165,11514.29616
636,23419.10165,10101.79616
637,23264.49408,10006.16262
638,23232.9418,9986.64575
639,23225.10165,9981.79616
640,23196.10165,9962.79616
641,23092.65167,9846.54826
642,23050.60165,9799.29616
643,22991.55401,9736.69679
644,22984.10165,9728.79616
645,22695.10165,9502.79616
646,23674.10165,10092.79616
647,23693.52566,10086.50648
648,23730.83926,10074.42399
649,23771.41604,10061.28483
650,23436.10165,10104.79616
651,23608.60165,10102.29616
652,22463.60165,10148.79616
653,22519.60165,10140.29616
654,22624.43491,10147.0596
655,22628.10165,10147.29616
656,22734.60165,10152.79616
657,22862.89588,10154.26461
658,23124.60165,10193.29616
659,21069.60165,10311.79616
660,20957.60165,10327.29616
661,20899.10165,10337.79616
662,20749.10165,10366.79616
663,21816.10165,10214.29616
664,21533.85165,10251.54616
665,21251.60165,10288.79616
666,22412.60165,10143.79616
667,22048.60165,10186.79616
668,22437.10165,9529.79616
669,22439.10165,9717.79616
670,22442.10165,9779.79616
671,22444.71242,9809.22666
672,22447.60165,9841.79616
673,22453.10165,9927.29616
674,22456.10165,10010.79616
675,22463.24223,10117.80454
676,27088.11237,12075.71651
677,27072.57187,11567.68071
678,27056.55209,11043.97699
679,27056.96803,11057.57452
680,27059.53955,11141.64025
681,29011.00569,7860.28243
682,29010.39052,7858.96517
683,28974.31406,7781.65509
684,28951.23253,7731.47246
685,28933.60533,7693.14834
686,28928.15101,7681.28984
687,28885.1467,7584.38347
688,28872.65989,7556.29587
689,28861.88519,7516.04842
690,28859.92572,7494.32847
691,28856.51929,7468.57936
692,28857.70884,7437.70345
693,28859.21481,7424.5046
694,28865.17666,7391.47295
695,28873.62689,7362.04051
696,28881.49357,7340.19124
697,28907.11576,7268.08689
698,28946.11533,7157.28513
699,28957.48465,7122.24082
700,28965.83098,7065.99629
701,28971.9259,7019.46761
702,28980.6865,6962.48149
703,28985.64283,6935.48588
704,28997.50303,6870.88701
705,28999.57325,6859.61117
706,29049.23624,6728.14405
707,29103.58406,6605.00167
708,29134.548,6529.82117
709,29139.18034,6518.57382
710,29152.46913,6486.30862
711,29186.66918,6403.27083
712,29235.89625,6283.74742
713,29244.29843,6263.34691
714,29165.11232,6509.17618
715,29201.41328,6492.99702
716,29291.62458,6528.48554
717,29300.68452,6532.57106
718,29348.97561,6554.34763
719,19832.99737,5987.56912
720,18968.1099,5991.94463
721,19609.16181,4411.64817
722,19406.88375,4465.87809
723,19991.74277,3403.26474
724,19898.539,3410.17528
725,19574.76821,3433.36634
726,19087.79911,3446.77956
727,20359.95656,3378.55682
728,20334.59655,3380.7772
729,20267.05323,3384.92104
730,20221.1588,3387.7367
731,20105.32851,3394.84299
732,20604.73473,3357.12544
733,20580.379,3359.25789
734,20527.26285,3363.90844
735,20502.31509,3366.09272
736,20426.83713,3372.70114
737,24090.07497,367.78768
738,24073.09322,313.26147
739,24051.20813,242.99128
740,24038.40432,208.59934
741,24027.3339,178.86341
742,24021.29563,141.92812
743,24013.36191,101.86313
744,23991.05801,49.04298
745,23980.27015,16.73227
746,23959.87685,-44.3477
747,23957.07302,-52.7565
748,23947.08982,-82.69657
749,23945.50599,-87.44651
750,23920.43082,-163.91073
751,23914.56594,-182.04057
752,23913.79224,-184.43227
753,23860.05045,-344.7334
754,24414.33427,1793.74734
755,24435.59459,1867.14097
756,24461.53384,1956.68689
757,24478.79246,2016.26607
758,24502.50063,2098.11001
759,24506.70847,2116.06195
760,24440.90976,2134.95047
761,24439.19212,2123.31641
762,24389.37999,2137.61573
763,24342.26264,2151.14148
764,24318.99653,2158.06142
765,24219.826,1464.70353
766,24220.49062,1466.87604
767,24247.27951,1563.22634
768,24248.43762,1567.39168
769,24279.41633,1701.40495
770,24303.49253,1791.15601
771,24219.19615,1462.64473
772,23860.79841,1553.80143
773,23850.46729,1527.194
774,23807.17506,1427.6453
775,23790.83061,1391.79403
776,23788.45289,1386.57856
777,23763.12801,1328.5687
778,23734.4349,1267.23387
779,23706.7309,1212.5293
780,23697.1672,1195.42206
781,23684.83867,1172.22834
782,23679.30789,1157.56303
783,23663.74569,1124.6414
784,23639.84164,1071.75995
785,23891.53291,1588.17382
786,23876.03786,1593.05009
787,24166.33553,1481.0055
788,24106.68299,1500.16985
789,24101.06142,1501.97588
790,23905.29575,1582.7252
791,23893.86737,1587.43917
792,24390.84771,1277.00097
793,24356.80276,1326.13203
794,24325.6496,1371.17602
795,24294.49643,1416.22002
796,24277.53597,1447.11562
797,24517.9034,1091.62185
798,24446.35792,1196.89286
799,24440.23578,1205.72786
800,24111.2939,1296.01461
801,24218.39017,1265.07758
802,24286.8775,1245.29356
803,24372.28548,1220.62165
804,24400.3311,1305.80501
805,24430.74096,1398.16931
806,24434.52337,1409.65769
807,24464.98484,1501.20113
808,24488.37009,1571.47901
809,24494.90581,1605.87005
810,24504.65651,1657.17842
811,24525.09091,1721.21234
812,24145.70434,548.78663
813,24153.02686,572.61161
814,24164.20907,606.73332
815,24179.13761,652.28672
816,24226.07808,795.52225
817,24232.86079,830.24608
818,24259.19741,919.21076
819,24296.58963,990.63401
820,24328.1817,1086.62233
821,24368.338,1208.63191
822,23810.733,448.15494
823,23944.77448,409.59093
824,23871.92733,669.50767
825,23865.34728,634.9876
826,23836.30894,539.73724
827,23817.00657,470.37676
828,23871.94934,669.62314
829,23872.05922,670.19962
830,23871.91149,669.51293
831,23871.49971,668.31378
832,24109.51409,1289.97557
833,24080.44109,1190.01671
834,24070.32615,1155.2395
835,24044.46377,1065.26346
836,24031.94733,1021.71833
837,24022.13224,987.22948
838,23969.63923,1003.80151
839,24085.24464,1422.52081
840,24054.93241,1312.73082
841,24027.18718,1212.23844
842,24019.21663,1183.36935
843,23990.97938,1081.09488
844,23985.60435,1061.62669
845,23943.58312,909.42703
846,23917.06393,813.37535
847,23894.37021,734.9148
848,24131.47812,1364.50102
849,24142.86416,1402.55676
850,23558.98975,-383.75484
851,23508.45293,-546.82297
852,23507.96741,-548.38963
853,23506.32315,-554.88569
854,23503.76271,-565.00137
855,23492.5805,-609.17959
856,23476.67452,-660.82302
857,23481.85674,-693.59052
858,23478.34472,-709.00602
859,23464.81919,-732.76445
860,23458.58427,-741.01431
861,23431.50319,-808.27289
862,23565.83083,-362.65539
863,23561.29381,-376.32027
864,22985.94759,-678.04848
865,23035.23282,-692.50403
866,23035.94958,-692.71427
867,23116.09821,-714.97405
868,23187.60446,-734.83357
869,23189.15984,-735.26555
870,23270.42351,-759.7467
871,23347.68162,-783.02115
872,22517.1014,-552.45429
873,22535.28164,-549.89624
874,22553.63481,-553.49862
875,22620.5693,-572.43272
876,22766.02421,-613.57829
877,22769.30793,-614.50717
878,22887.41864,-649.14953
879,22952.37016,-792.60215
880,22942.99369,-824.59119
881,22919.31948,-905.08862
882,22890.75455,-1002.21559
883,22890.46691,-1003.19362
884,22869.58627,-1076.06467
885,22825.8066,-1228.85072
886,22816.63271,-1260.55234
887,22764.28056,-1243.80421
888,22748.25291,-1243.56526
889,22743.9549,-1244.13974
890,22670.77531,-1253.92115
891,22642.16063,-1260.88702
892,22611.60786,-1265.16492
893,23064.87699,-404.65278
894,23047.82775,-463.33848
895,23032.34941,-516.61692
896,23021.75045,-554.24975
897,23009.85915,-596.47116
898,23067.60805,-396.47172
899,21774.38123,-317.65994
900,21774.21183,-318.54463
901,21768.10172,-338.77687
902,21760.94505,-360.44519
903,21755.83724,-379.7761
904,21735.24308,-455.19761
905,21729.60841,-475.83336
906,21721.46047,-505.67335
907,21719.89876,-511.41931
908,21715.19393,-528.72969
909,21690.81241,-618.43596
910,21675.40779,-675.11377
911,21673.98571,-680.34597
912,21666.45839,-708.04107
913,21650.50626,-766.9077
914,21644.62139,-788.62407
915,21627.09179,-853.23197
916,21599.72019,-955.49753
917,21599.21149,-957.39812
918,21588.58748,-996.24627
919,21560.82384,-1097.7678
920,21587.57264,-1104.99523
921,21602.00362,-1108.99526
922,21611.68422,-1111.67856
923,21627.34676,-1114.58767
924,21658.42239,-1120.35955
925,21907.90923,-1166.69842
926,22108.62369,-1203.40047
927,22151.81057,-1211.29749
928,22393.60296,-1256.15979
929,22516.23572,-1277.20672
930,22558.46543,-1282.10403
931,22587.66015,-1279.27773
932,21874.31058,45.15209
933,21870.53059,36.17529
934,21854.88403,-20.16314
935,21843.41269,-63.44036
936,21828.34479,-120.28608
937,21807.74681,-192.55354
938,21802.4058,-211.29237
939,21792.50358,-246.03402
940,21785.26239,-271.43957
941,21778.68252,-295.19724
942,20503.07241,-320.34172
943,20535.05194,-333.78789
944,20586.77181,-355.53413
945,20593.31435,-358.4037
946,20668.91647,-391.56294
947,20773.82809,-434.12376
948,20816.33381,-451.36759
949,20885.92998,-479.27686
950,20900.65385,-485.5022
951,20205.03152,-167.66328
952,20267.7703,-203.52546
953,20303.33706,-223.25852
954,20312.4904,-228.33694
955,20353.41424,-251.20156
956,20382.34097,-267.61104
957,20389.49607,-271.9309
958,20403.79553,-279.30596
959,20442.48741,-295.45114
960,20457.5219,-301.62787
961,19735.79486,99.62785
962,19760.03109,85.80528
963,19863.334,28.63549
964,19904.67576,4.36493
965,19906.78075,3.12915
966,20004.73888,-52.73078
967,20170.99234,-147.91579
968,19266.16541,366.44497
969,19274.77578,361.48278
970,19631.4405,159.14392
971,19704.5497,38.50341
972,19645.16379,-78.61883
973,19637.85925,-93.17602
974,19603.56891,-161.51315
975,19560.86101,-246.74326
976,19536.32671,-295.70521
977,19484.77434,-398.76323
978,20031.88346,-593.27077
979,20059.70208,-602.76669
980,20069.19155,-606.00594
981,20282.89725,-678.95468
982,20305.68775,-686.73425
983,20343.47846,-699.63416
984,20449.5478,-735.84108
985,20514.37119,-757.96863
986,20584.51203,-782.50177
987,20610.98826,-793.12074
988,20637.46191,-815.92614
989,19538.81978,-417.36274
990,19574.51324,-430.0111
991,19801.06286,-510.29139
992,19916.1363,-551.06889
993,19987.36615,-576.30995
994,19064.60781,-90.08678
995,19045.36763,-133.91871
996,19005.24018,-229.53108
997,19093.77203,-260.6783
998,19196.89218,-296.24866
999,19259.23246,-317.75236
